Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,150,0,0.5,0,0,7.45,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Kidney transplant,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,108,1,0.46,2.19,0.06,12.19,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,223,1,0.98,1.02,0.03,5.67,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,385,1,1.54,0.65,0.03,3.21,Same,Yes,3.12,
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,547,2,5.15,0.39,0.07,1.28,Same,Yes,2.89,
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,25,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,165,0,3.03,0,0,0.99,Better,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,298,11,5.89,1.87,0.98,3.25,Same,No,1.68,
2022,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,416,4,3.03,1.32,0.42,3.18,Same,No,0.91,
2022,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,13,0,0.09,,,,,,4.13,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000036,Sharp Memorial Hospital,Acute Care Hospital,Major Teaching,218,2,1.1,1.82,0.31,6.01,Same,No,2.56,
2022,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,4258,29,28.77,1.01,0.69,1.43,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,274,4,1.53,2.62,0.83,6.33,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,47,1,1.26,0.8,0.04,3.92,Same,No,1.37,
2022,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,126,1,0.62,1.62,0.04,9.05,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,861,1,2.46,0.41,0.02,2.01,Same,Yes,0.73,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,227,2,6.22,0.32,0.05,1.06,Same,Yes,0.67,
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,85,2,0.75,2.68,0.33,9.69,Same,No,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,12,0,0.1,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,275,3,2.02,1.49,0.38,4.05,Same,No,0.93,
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,552,0,1.89,0,0,1.59,Same,Yes,0.96,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,62,1,0.99,1.01,0.03,5.62,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,181,1,1.2,0.83,0.04,4.11,Same,No,1.38,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,57,1,0.47,2.12,0.05,11.8,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,30,0,0.1,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,166,0,0.79,0,0,4.7,Same,Yes,0.78,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,249,1,1.03,0.97,0.05,4.77,Same,No,1.88,
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,146,2,0.82,2.43,0.29,8.77,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,49,0,0.04,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,147,1,0.26,3.83,0.1,21.35,Same,No,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,58,0,1.13,0,0,2.65,Same,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,149,6,2.88,2.08,0.85,4.34,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,355,2,1.68,1.19,0.2,3.94,Same,No,0.55,
2022,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,6,0,0.05,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,141,0,0.49,0,0,7.61,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,2057,24,14.77,1.63,1.07,2.38,Worse,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,117,0,0.79,0,0,4.67,Same,Yes,2.24,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,9,0,0.19,,,,,,0.5,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,124,3,2.82,1.07,0.27,2.9,Same,No,2.27,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,148,2,0.61,3.28,0.4,11.86,Same,No,2.02,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,319,0,1.18,0,0,2.54,Same,Yes,1.69,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,23,0,0.18,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,417,6,3.19,1.88,0.76,3.92,Same,No,2.38,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,35,0,0.12,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,263,3,1.24,2.42,0.62,6.58,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,493,6,3.02,1.99,0.81,4.13,Same,No,1.27,
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,20,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,12,0,0.24,0,0,15.63,Same,Yes,2.37,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,59,4,1.1,3.63,1.15,8.76,Worse,No,0.36,
2022,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,13,0,0.06,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1104,9,5.54,1.63,0.79,2.98,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",74,0,0.24,0,0,15.63,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",5,0,0.04,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",194,0,0.17,,,,,,5.16,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",55,2,1.2,1.67,0.28,5.52,Same,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",48,0,0.25,0,0,14.64,Same,Yes,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",98,1,0.31,3.22,0.08,17.92,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",50,0,0.33,0,0,11.18,Same,Yes,1.76,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",123,1,0.48,2.1,0.05,11.68,Same,No,5.05,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",65,1,0.3,3.39,0.09,18.89,Same,No,7.97,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",214,3,0.54,5.52,1.14,16.12,Worse,No,1.48,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",74,0,0.52,0,0,7.08,Same,Yes,5.46,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",24,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",12,0,0.02,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",14,0,0.27,0,0,13.61,Same,Yes,,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",43,1,0.85,1.18,0.03,6.58,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,080000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",11,0,0.03,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1,0,0.01,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),All procedures,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,7493,54,46.63,1.16,0.88,1.5,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,225,0,1.49,0,0,2.02,Same,Yes,0,
2022,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,43,1,0.97,1.04,0.03,5.77,Same,No,1.29,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,378,1,2.21,0.45,0.02,2.23,Same,Yes,1.28,
2022,California,San Diego,Surgical Site Infections (SSI),Cesarean section,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1230,2,2.13,0.94,0.16,3.1,Same,No,1.24,
2022,California,San Diego,Surgical Site Infections (SSI),Colon surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,230,9,5.97,1.51,0.74,2.77,Same,No,1.07,
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,411,3,3.58,0.84,0.21,2.28,Same,No,,
2022,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,12,1,0.1,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,484,3,2.88,1.04,0.27,2.84,Same,No,0.69,
2022,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,388,2,1.58,1.27,0.21,4.18,Same,No,2.82,
2022,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,200,3,1.33,2.25,0.57,6.14,Same,No,2.68,
2022,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,244,6,2.03,2.95,1.2,6.14,Worse,No,0,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,294,1,2.05,0.49,0.02,2.41,Same,Yes,1.4,
2022,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,16,0,0.12,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2022,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,223,1,0.88,1.14,0.03,6.37,Same,No,0.96,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Laminectomy,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,205,2,0.59,3.41,0.41,12.33,Same,No,0,¥ See Data Dictionary
2022,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,651,6,3.63,1.65,0.67,3.44,Same,No,0.45,
2022,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,180,0,0.15,,,,,,0,
2022,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1027,1,1.75,0.57,0.03,2.83,Same,Yes,3.95,
2022,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,82,0,1.72,0,0,1.74,Same,Yes,3.33,
2022,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,080000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,428,9,8.89,1.01,0.49,1.86,Same,No,0.84,
